,kapital_start,kapital_ende,gebunden,exposure,n_offen
2025-07-31,189.5582117878624,189.1328283077812,140.64339797802248,0.741953601753844,66
2025-08-01,189.1328283077812,189.20627809451196,154.81699270386304,0.8185622458514973,84
2025-08-02,189.20627809451196,189.20627809451196,153.82822206584825,0.8130185933312861,83
2025-08-03,189.20627809451196,189.20627809451196,153.82822206584825,0.8130185933312861,83
2025-08-04,189.20627809451196,189.19361627675465,154.8202780792057,0.81826184436581,84
2025-08-05,189.19361627675465,189.21952098001054,159.95702126185375,0.8454673281780646,85
2025-08-06,189.21952098001054,189.21602734575498,158.95263344734764,0.8400435252351138,85
2025-08-07,189.21602734575498,190.29093022442373,163.39802793218058,0.8635527879126376,82
2025-08-08,190.29093022442373,190.2342118462916,151.15401827019213,0.7943311753845828,79
2025-08-09,190.2342118462916,190.2342118462916,136.31144120161116,0.7165453567928686,71
2025-08-10,190.2342118462916,190.2342118462916,136.31144120161116,0.7165453567928686,71
2025-08-11,190.2342118462916,190.12421544237685,147.23896790021212,0.7739878461986667,76
2025-08-12,190.12421544237685,190.66123086690126,157.22026198533416,0.8269344418832578,81
2025-08-13,190.66123086690126,190.64308228039553,151.90789065385104,0.7967424209062012,77
2025-08-14,190.64308228039553,190.7118434400221,128.28984801087321,0.6729320910904392,63
2025-08-15,190.7118434400221,191.07778030129288,136.8999629758705,0.7178367137902729,62
2025-08-16,191.07778030129288,191.07778030129288,120.51311008622741,0.630701852911424,46
2025-08-17,191.07778030129288,191.07778030129288,120.51311008622741,0.630701852911424,46
2025-08-18,191.07778030129288,202.1978304584306,124.50344038614907,0.6515851303580725,50
2025-08-19,202.1978304584306,202.272763428887,111.96556780750942,0.5537426764355327,53
2025-08-20,202.272763428887,201.92066142068884,136.43104699941154,0.6744904488704263,68
2025-08-21,201.92066142068884,201.19993590182992,125.54125868787139,0.621735575768119,66
2025-08-22,201.19993590182992,201.39790136408823,120.3763437733036,0.5982921576676744,65
2025-08-23,201.39790136408823,201.39790136408823,112.47198995572845,0.5584566134698741,59
2025-08-24,201.39790136408823,201.39790136408823,112.47198995572845,0.5584566134698741,59
2025-08-25,201.39790136408823,201.56289714173664,116.92738698464709,0.5805789742230983,62
2025-08-26,201.56289714173664,201.70395406378896,119.03118506764312,0.5905411499614525,65
2025-08-27,201.70395406378896,201.70204691780526,107.70827379915048,0.5339918808189932,55
2025-08-28,201.70204691780526,202.01005484514394,118.48808854191344,0.5874411804566267,56
2025-08-29,202.01005484514394,201.71210647559326,125.7268490595066,0.6223791640266906,58
2025-08-30,201.71210647559326,201.71210647559326,117.3026754759725,0.5815351270954373,55
2025-08-31,201.71210647559326,201.71210647559326,117.3026754759725,0.5815351270954373,55
2025-09-01,201.71210647559326,201.71210647559326,117.3026754759725,0.5815351270954373,55
2025-09-02,201.71210647559326,201.20301039598834,140.31052389236226,0.6955979308527004,75
2025-09-03,201.20301039598834,201.2400833791491,138.80748468938043,0.6898877129929266,78
2025-09-04,201.2400833791491,201.07723723682753,143.81441003094486,0.7146409781593529,83
2025-09-05,201.07723723682753,201.06112735140925,162.2793916255842,0.8070500363721058,83
2025-09-06,201.06112735140925,201.06112735140925,149.73390880864036,0.7447183390498923,76
2025-09-07,201.06112735140925,201.06112735140925,149.73390880864036,0.7447183390498923,76
